x,celltype
27:63:59:03,FC_ExNeu_L4
27:63:62:04,HC_ExNeu_CA23
27:64:16:05,HC_ExNeu_CA1
27:64:27:04,HC_ExNeu_CA23
27:64:32:05,HC_ExNeu_CA23
27:64:33:04,HC_ExNeu_DG
27:64:36:01,FC_ExNeu_L23
27:64:38:02,FC_ExNeu_L23
27:64:46:01,FC_ExNeu_Claustrum
27:64:63:01,FC_ExNeu_CT
27:64:83:03,FC_ExNeu_L5
27:64:93:05,HC_ExNeu_CA1
27:65:31:04,HC_ExNeu_CA23
27:65:34:02,FC_ExNeu_L5
27:65:63:04,HC_ExNeu_CA23
27:66:38:04,HC_ExNeu_DG
27:66:55:03,FC_ExNeu_L4
27:66:57:01,FC_ExNeu_L23
27:66:83:02,FC_ExNeu_CT
27:67:07:05,HC_ExNeu_Subiculum
27:67:12:01,FC_ExNeu_L23
27:67:12:03,FC_ExNeu_L23
27:67:16:04,BR_InNeu_CGE
27:67:58:01,BR_NonNeu_Microglia
27:67:70:01,FC_ExNeu_L5
27:67:71:03,FC_ExNeu_L4
27:67:78:02,BR_InNeu_Pvalb
27:67:84:02,FC_ExNeu_Claustrum
27:67:94:01,FC_ExNeu_L23
27:68:19:05,HC_ExNeu_CA1
27:68:31:06,HC_ExNeu_CA1
27:68:58:02,FC_ExNeu_L23
27:68:74:04,HC_ExNeu_CA1
27:69:38:01,FC_ExNeu_L23
27:69:65:06,HC_ExNeu_CA23
27:69:71:01,FC_ExNeu_L4
27:69:71:02,FC_ExNeu_L23
27:69:75:04,HC_ExNeu_CA23
27:69:77:01,FC_ExNeu_L23
27:70:04:05,HC_ExNeu_CA1
27:70:15:03,FC_ExNeu_L23
27:70:37:02,FC_ExNeu_L5
27:70:38:04,HC_ExNeu_CA1
27:70:56:01,FC_ExNeu_L23
27:71:06:02,FC_ExNeu_L23
27:71:07:01,FC_ExNeu_L23
27:71:12:04,HC_ExNeu_CA23
27:71:25:03,FC_ExNeu_PT
27:71:28:04,HC_ExNeu_DG
27:71:37:05,HC_ExNeu_CA23
27:71:51:06,HC_ExNeu_CA1
27:71:57:06,HC_ExNeu_CA23
27:71:59:01,FC_ExNeu_L5
27:71:71:01,FC_ExNeu_L4
27:71:75:03,FC_ExNeu_CT
27:71:79:01,FC_ExNeu_CT
27:72:26:05,HC_ExNeu_DG
27:72:61:02,FC_ExNeu_Claustrum
27:72:83:01,FC_ExNeu_L5
27:73:08:01,FC_ExNeu_Claustrum
27:73:15:01,FC_ExNeu_L23
27:73:19:01,FC_ExNeu_L23
27:73:36:03,FC_ExNeu_PT
27:73:49:06,HC_ExNeu_DG
27:73:62:01,BR_NonNeu_OPC
27:73:85:02,FC_ExNeu_L4
27:74:36:01,FC_ExNeu_L5
27:74:43:04,HC_ExNeu_DG
27:75:02:02,FC_ExNeu_L5
27:75:44:04,HC_ExNeu_CA1
27:75:80:06,HC_ExNeu_DG
27:76:21:03,FC_ExNeu_L23
27:76:31:05,HC_ExNeu_CA1
27:77:07:04,HC_ExNeu_CA1
27:77:16:01,FC_ExNeu_L4
27:77:20:04,HC_ExNeu_CA1
27:77:48:06,HC_ExNeu_CA1
27:77:76:04,HC_ExNeu_CA1
27:78:51:03,FC_ExNeu_L23
27:78:66:02,FC_ExNeu_Claustrum
27:79:02:03,FC_ExNeu_L23
27:79:05:04,BR_NonNeu_Oligo_MOL
27:79:17:03,FC_ExNeu_L23
27:79:17:06,HC_ExNeu_CA1
27:79:25:01,BR_InNeu_Sst
27:79:55:01,FC_ExNeu_L23
27:79:58:03,FC_ExNeu_CT
27:79:80:06,BR_InNeu_Sst
27:79:85:01,FC_ExNeu_L5
27:80:19:02,BR_InNeu_Pvalb
27:80:36:04,BR_InNeu_CGE
27:80:56:02,FC_ExNeu_L23
27:80:71:04,HC_ExNeu_DG
27:81:29:06,BR_NonNeu_Endothelial
27:81:34:05,HC_ExNeu_CA1
27:81:55:01,FC_ExNeu_L4
27:81:58:04,HC_ExNeu_CA23
27:81:68:03,FC_ExNeu_L23
27:81:78:01,FC_ExNeu_L5
27:81:92:01,BR_InNeu_Pvalb
27:81:94:04,HC_ExNeu_CA23
27:82:06:02,FC_ExNeu_L23
27:82:22:01,FC_ExNeu_L4
27:82:37:06,HC_ExNeu_DG
27:82:69:02,FC_ExNeu_L23
27:82:90:04,HC_ExNeu_CA1
27:83:34:01,FC_ExNeu_L5
27:83:37:01,FC_ExNeu_L23
27:83:63:01,FC_ExNeu_L23
27:83:80:01,FC_ExNeu_L5
27:84:07:01,FC_ExNeu_Claustrum
27:84:38:04,HC_ExNeu_DG
27:84:53:06,HC_ExNeu_CA23
27:84:59:01,FC_ExNeu_CT
27:84:66:01,FC_ExNeu_L5
27:85:04:06,HC_ExNeu_CA1
27:85:16:06,HC_ExNeu_DG
27:85:26:05,HC_ExNeu_CA1
27:86:22:03,FC_ExNeu_PT
27:86:53:02,FC_ExNeu_Claustrum
27:86:86:01,FC_ExNeu_L5
27:87:07:02,FC_ExNeu_L23
27:87:57:02,FC_ExNeu_L23
27:87:79:02,FC_ExNeu_L4
27:87:81:04,HC_ExNeu_CA23
27:87:94:03,FC_ExNeu_L5
27:88:02:02,FC_ExNeu_L5
27:88:12:03,FC_ExNeu_L23
27:88:17:02,FC_ExNeu_L5
27:88:19:02,FC_ExNeu_Claustrum
27:88:24:03,FC_ExNeu_L5
27:88:45:03,FC_ExNeu_L5
27:88:70:01,FC_ExNeu_L5
27:89:20:02,BR_InNeu_Sst
27:89:49:01,FC_ExNeu_CT
27:89:71:04,HC_ExNeu_CA1
27:89:80:03,FC_ExNeu_PT
27:90:56:05,HC_ExNeu_DG
27:90:65:06,HC_ExNeu_CA23
27:91:05:01,FC_ExNeu_L4
27:91:07:03,FC_ExNeu_L4
27:91:34:02,FC_ExNeu_L4
27:91:43:05,FC_ExNeu_PT
27:91:83:05,BR_NonNeu_Microglia
27:91:90:01,FC_ExNeu_L23
27:92:43:06,HC_ExNeu_CA1
27:92:65:06,HC_ExNeu_CA23
27:92:66:03,FC_ExNeu_L5
27:92:78:06,HC_ExNeu_DG
27:92:93:01,FC_ExNeu_L5
27:93:02:01,FC_ExNeu_L5
27:93:22:01,FC_ExNeu_NP
27:93:31:05,HC_ExNeu_CA23
27:93:37:04,HC_ExNeu_CA23
27:93:38:03,FC_ExNeu_L4
27:93:79:04,HC_ExNeu_CA23
27:95:20:06,HC_ExNeu_CA1
27:95:26:05,HC_ExNeu_DG
27:95:79:04,BR_InNeu_CGE
27:96:58:06,HC_ExNeu_CA23
27:96:78:03,FC_ExNeu_CT
28:02:20:01,FC_ExNeu_L23
28:02:21:01,FC_ExNeu_L5
28:02:48:06,HC_ExNeu_CA23
28:03:05:05,HC_ExNeu_DG
28:03:19:05,HC_ExNeu_DG
28:03:66:02,FC_ExNeu_L5
28:03:71:02,FC_ExNeu_L23
28:03:75:01,FC_ExNeu_PT
28:03:90:04,BR_NonNeu_Astro_Myoc
28:04:21:05,HC_ExNeu_CA1
28:04:75:02,FC_ExNeu_L5
28:04:86:05,HC_ExNeu_CA23
28:05:63:02,FC_ExNeu_CT
28:05:71:06,HC_ExNeu_Subiculum
28:05:84:01,FC_ExNeu_PT
28:06:86:02,FC_ExNeu_L5
28:07:94:03,FC_ExNeu_L23
28:08:59:01,FC_ExNeu_L5
28:10:26:03,FC_ExNeu_L5
28:10:30:02,FC_ExNeu_L23
28:10:43:06,HC_ExNeu_CA23
28:10:56:05,HC_ExNeu_CA1
28:10:75:03,FC_ExNeu_PT
28:10:83:01,FC_ExNeu_L23
28:10:84:03,BR_InNeu_Pvalb
28:11:33:03,FC_ExNeu_Claustrum
28:11:70:05,HC_ExNeu_DG
28:11:84:01,FC_ExNeu_CT
28:12:06:02,FC_ExNeu_L4
28:12:08:01,FC_ExNeu_L23
28:12:43:03,FC_ExNeu_L4
28:12:62:06,HC_ExNeu_CA23
28:12:70:05,HC_ExNeu_CA1
28:14:81:05,HC_ExNeu_CA1
28:15:58:01,FC_ExNeu_L23
28:15:65:04,HC_ExNeu_CA1
28:15:90:03,FC_ExNeu_Claustrum
28:16:77:06,HC_ExNeu_DG
28:16:93:04,HC_ExNeu_DG
28:17:07:02,FC_ExNeu_L5
28:17:80:01,FC_ExNeu_L4
28:17:83:01,BR_NonNeu_Astro_Myoc
28:18:26:02,FC_ExNeu_L23
28:18:53:01,FC_ExNeu_L4
28:19:50:04,HC_ExNeu_Subiculum
28:19:50:05,HC_ExNeu_CA23
28:19:83:01,FC_ExNeu_L23
28:20:34:03,FC_ExNeu_NP
28:20:47:01,FC_ExNeu_CT
28:20:51:05,HC_ExNeu_CA23
28:20:71:03,FC_ExNeu_CT
28:21:19:02,FC_ExNeu_PT
28:21:34:03,FC_ExNeu_L23
28:21:59:05,BR_InNeu_CGE
28:21:65:05,HC_ExNeu_CA1
28:21:77:01,FC_ExNeu_PT
28:22:02:06,HC_ExNeu_CA1
28:22:12:02,FC_ExNeu_L5
28:22:65:05,HC_ExNeu_DG
28:23:33:02,FC_ExNeu_PT
28:23:45:05,HC_ExNeu_DG
28:23:68:03,FC_ExNeu_L5
28:24:33:04,HC_ExNeu_CA1
28:24:63:05,HC_ExNeu_CA23
28:24:78:02,FC_ExNeu_L5
28:25:04:03,FC_ExNeu_L23
28:25:48:05,BR_NonNeu_Astro_Myoc
28:25:66:03,FC_ExNeu_CT
28:25:78:04,HC_ExNeu_DG
28:26:04:01,FC_ExNeu_Claustrum
28:26:25:04,HC_ExNeu_CA23
28:26:36:02,FC_ExNeu_L23
28:27:08:01,FC_ExNeu_L23
28:28:28:04,HC_ExNeu_DG
28:28:49:04,HC_ExNeu_CA1
28:28:66:03,FC_ExNeu_L5
28:28:90:03,BR_InNeu_Pvalb
28:29:32:05,HC_ExNeu_CA1
28:29:55:05,HC_ExNeu_DG
28:29:65:04,HC_ExNeu_DG
28:30:30:01,FC_ExNeu_L23
28:30:77:01,FC_ExNeu_L23
28:30:81:02,FC_ExNeu_L23
28:31:20:03,FC_ExNeu_CT
28:31:23:04,HC_ExNeu_CA1
28:31:45:04,HC_ExNeu_DG
28:31:57:05,HC_ExNeu_DG
28:31:75:01,FC_ExNeu_L4
28:31:93:04,HC_ExNeu_DG
28:32:38:02,FC_ExNeu_L23
28:32:45:04,BR_NonNeu_Astro_Myoc
28:32:58:06,HC_ExNeu_DG
28:32:68:01,FC_ExNeu_L23
28:32:70:05,HC_ExNeu_CA1
28:32:84:01,FC_ExNeu_L23
28:33:81:04,HC_ExNeu_CA1
28:34:02:04,HC_ExNeu_CA23
28:34:31:01,FC_ExNeu_L23
28:34:47:01,FC_ExNeu_L4
28:34:90:01,FC_ExNeu_PT
28:35:33:01,FC_ExNeu_L23
28:36:21:01,FC_ExNeu_Claustrum
28:36:59:01,FC_ExNeu_L23
28:36:80:03,FC_ExNeu_L23
28:36:85:01,FC_ExNeu_L4
28:37:21:02,FC_ExNeu_Claustrum
28:37:31:01,FC_ExNeu_L23
28:37:36:01,FC_ExNeu_L23
28:37:50:03,FC_ExNeu_PT
28:37:62:05,HC_ExNeu_DG
28:37:93:02,FC_ExNeu_L5
28:38:15:04,HC_ExNeu_CA23
28:38:21:04,HC_ExNeu_CA23
28:38:78:01,FC_ExNeu_L23
28:39:55:04,HC_ExNeu_CA23
28:39:62:01,BR_InNeu_Pvalb
28:39:69:03,FC_ExNeu_CT
28:40:06:05,HC_ExNeu_CA1
28:40:19:03,FC_ExNeu_L4
28:40:23:02,FC_ExNeu_L4
28:40:26:05,HC_ExNeu_CA23
28:40:33:02,FC_ExNeu_L5
28:40:51:01,BR_NonNeu_Endothelial
28:40:74:01,FC_ExNeu_L5
28:40:80:04,HC_ExNeu_CA1
28:41:85:03,FC_ExNeu_L5
28:42:24:05,HC_ExNeu_DG
28:42:30:02,FC_ExNeu_Claustrum
28:42:55:03,FC_ExNeu_Claustrum
28:42:70:01,FC_ExNeu_L4
28:42:78:04,BR_NonNeu_Microglia
28:43:36:03,FC_ExNeu_L23
28:43:62:02,FC_ExNeu_L23
28:43:75:01,FC_ExNeu_PT
28:43:85:01,FC_ExNeu_PT
28:44:17:03,BR_InNeu_CGE
28:44:19:03,FC_ExNeu_L5
28:44:30:03,FC_ExNeu_L4
28:44:58:01,FC_ExNeu_L23
28:44:74:02,FC_ExNeu_L23
28:44:85:02,FC_ExNeu_L23
28:45:46:02,BR_InNeu_CGE
28:45:62:01,FC_ExNeu_L23
28:46:19:02,FC_ExNeu_L23
28:47:05:01,FC_ExNeu_L4
28:47:46:06,HC_ExNeu_Subiculum
28:47:93:05,HC_ExNeu_DG
28:48:31:05,HC_ExNeu_CA1
28:48:65:05,HC_ExNeu_CA23
28:48:94:04,HC_ExNeu_DG
28:49:44:02,FC_ExNeu_L5
28:49:71:04,HC_ExNeu_CA23
28:50:49:02,FC_ExNeu_L4
28:51:58:01,FC_ExNeu_L23
28:52:15:05,HC_ExNeu_CA23
28:52:59:03,FC_ExNeu_PT
28:52:85:05,HC_ExNeu_DG
28:53:21:06,HC_ExNeu_CA23
28:53:26:01,FC_ExNeu_L4
28:53:63:01,FC_ExNeu_L5
28:53:63:05,HC_ExNeu_CA23
28:54:31:03,FC_ExNeu_L5
28:54:34:02,FC_ExNeu_L5
28:54:36:02,FC_ExNeu_L4
28:54:90:01,FC_ExNeu_L5
28:55:20:02,FC_ExNeu_L23
28:55:47:02,FC_ExNeu_CT
28:55:58:06,HC_ExNeu_CA23
28:55:74:02,FC_ExNeu_L23
28:55:84:06,HC_ExNeu_CA1
28:56:28:05,HC_ExNeu_CA1
28:56:55:01,FC_ExNeu_Claustrum
28:56:63:04,HC_ExNeu_DG
28:56:71:01,FC_ExNeu_L4
28:56:81:03,FC_ExNeu_L5
28:56:83:05,HC_ExNeu_DG
28:56:88:04,HC_ExNeu_CA23
28:57:58:04,HC_ExNeu_CA1
28:58:05:01,FC_ExNeu_L23
28:58:24:03,FC_ExNeu_L23
28:58:37:03,FC_ExNeu_Claustrum
28:58:53:06,HC_ExNeu_CA1
28:58:56:01,FC_ExNeu_L23
28:58:81:02,FC_ExNeu_L23
28:59:08:02,BR_InNeu_Sst
28:59:20:04,HC_ExNeu_Subiculum
28:59:51:06,HC_ExNeu_DG
28:59:71:03,FC_ExNeu_L23
28:59:77:06,HC_ExNeu_Subiculum
28:59:94:02,FC_ExNeu_L4
28:60:15:04,HC_ExNeu_CA23
28:60:21:02,FC_ExNeu_PT
28:60:47:03,FC_ExNeu_L23
28:60:86:04,HC_ExNeu_CA23
28:61:24:02,FC_ExNeu_L23
28:61:76:01,FC_ExNeu_L5
28:62:65:04,HC_ExNeu_CA23
28:62:71:03,FC_ExNeu_L5
28:62:90:02,FC_ExNeu_L5
28:62:93:02,FC_ExNeu_L23
28:63:16:04,HC_ExNeu_CA1
28:63:76:02,FC_ExNeu_Claustrum
28:64:25:05,HC_ExNeu_CA23
28:64:27:04,HC_ExNeu_CA1
28:64:28:01,BR_InNeu_Sst
28:65:46:05,FC_ExNeu_NP
28:66:19:01,FC_ExNeu_L23
28:66:25:02,FC_ExNeu_L23
28:66:34:03,FC_ExNeu_L23
28:66:76:02,FC_ExNeu_L23
28:66:93:01,FC_ExNeu_L5
28:67:05:01,FC_ExNeu_CT
28:67:07:04,HC_ExNeu_CA23
28:67:17:02,FC_ExNeu_L23
28:67:36:01,FC_ExNeu_L4
28:67:37:02,FC_ExNeu_PT
28:67:56:03,FC_ExNeu_PT
28:67:57:04,BR_NonNeu_Oligo_MOL
28:67:63:04,HC_ExNeu_DG
28:68:46:06,HC_ExNeu_CA23
28:68:55:05,HC_ExNeu_CA23
28:68:66:02,FC_ExNeu_L23
28:68:85:03,FC_ExNeu_Claustrum
28:69:37:01,FC_ExNeu_L23
28:69:37:02,FC_ExNeu_L4
28:69:59:02,FC_ExNeu_L5
28:69:68:03,FC_ExNeu_L5
28:70:49:04,BR_InNeu_Pvalb
28:70:58:02,FC_ExNeu_L23
28:70:74:02,FC_ExNeu_L5
28:70:86:01,FC_ExNeu_L4
28:71:23:01,FC_ExNeu_Claustrum
28:71:27:02,FC_ExNeu_L5
28:71:43:05,HC_ExNeu_CA23
28:71:55:04,HC_ExNeu_Subiculum
28:72:68:05,HC_ExNeu_CA23
28:73:10:02,BR_InNeu_Pvalb
28:73:81:03,FC_ExNeu_NP
28:74:19:02,FC_ExNeu_L5
28:74:49:03,FC_ExNeu_L23
28:75:04:01,FC_ExNeu_CT
28:75:27:06,HC_ExNeu_CA23
28:76:02:06,BR_NonNeu_OPC
28:76:24:03,FC_ExNeu_L23
28:76:30:03,BR_InNeu_Sst
28:76:38:03,FC_ExNeu_L5
28:76:62:02,FC_ExNeu_L5
28:77:12:05,HC_ExNeu_CA1
28:77:25:02,FC_ExNeu_L23
28:77:47:02,FC_ExNeu_L23
28:77:74:02,FC_ExNeu_L5
28:77:76:05,HC_ExNeu_CA23
28:77:83:05,HC_ExNeu_CA23
28:78:34:03,FC_ExNeu_PT
28:78:36:02,FC_ExNeu_L23
28:78:47:01,FC_ExNeu_L23
28:78:62:02,FC_ExNeu_L5
28:79:19:03,FC_ExNeu_Claustrum
28:79:59:01,FC_ExNeu_CT
28:79:61:02,FC_ExNeu_L23
28:79:68:01,FC_ExNeu_L23
28:80:16:03,FC_ExNeu_Claustrum
28:80:25:01,FC_ExNeu_L4
28:80:50:01,FC_ExNeu_L5
28:80:93:01,FC_ExNeu_L23
28:81:05:03,FC_ExNeu_L5
28:81:63:02,FC_ExNeu_PT
28:82:56:03,FC_ExNeu_L23
28:82:83:01,FC_ExNeu_L5
28:83:78:04,HC_ExNeu_DG
28:84:17:04,HC_ExNeu_CA1
28:84:37:01,BR_InNeu_CGE
28:84:74:01,FC_ExNeu_L5
28:85:15:06,HC_ExNeu_CA23
28:85:24:02,FC_ExNeu_L23
28:85:49:01,FC_ExNeu_L23
28:85:50:05,HC_ExNeu_CA1
28:85:56:02,FC_ExNeu_L5
28:85:68:05,HC_ExNeu_CA23
28:86:17:04,HC_ExNeu_CA1
28:86:28:03,FC_ExNeu_CT
28:86:34:01,FC_ExNeu_L5
28:88:02:04,BR_NonNeu_Microglia
28:88:06:05,HC_ExNeu_CA1
28:88:36:02,FC_ExNeu_L4
28:88:46:05,HC_ExNeu_CA1
28:88:83:01,FC_ExNeu_L23
28:88:94:04,HC_ExNeu_DG
28:89:23:04,HC_ExNeu_CA23
28:89:43:03,FC_ExNeu_PT
28:89:75:05,HC_ExNeu_CA1
28:90:23:04,HC_ExNeu_CA23
28:90:47:02,BR_InNeu_CGE
28:90:48:01,FC_ExNeu_PT
28:90:85:03,FC_ExNeu_L23
28:91:10:06,HC_ExNeu_CA1
28:91:23:06,HC_ExNeu_DG
28:91:47:02,FC_ExNeu_L23
28:92:27:01,FC_ExNeu_L23
28:92:66:04,HC_ExNeu_CA1
28:92:80:01,FC_ExNeu_L5
28:93:21:04,HC_ExNeu_CA23
28:93:23:05,BR_NonNeu_Microglia
28:94:61:03,FC_ExNeu_L23
28:94:70:01,FC_ExNeu_L23
28:94:74:04,HC_ExNeu_CA23
28:95:38:04,HC_ExNeu_DG
28:95:43:02,FC_ExNeu_Claustrum
28:95:81:02,FC_ExNeu_L5
28:96:30:01,FC_ExNeu_L23
28:96:53:01,FC_ExNeu_PT
28:96:62:01,FC_ExNeu_L23
29:02:31:06,HC_ExNeu_DG
29:02:51:06,HC_ExNeu_DG
29:02:58:04,HC_ExNeu_CA23
29:02:62:03,FC_ExNeu_L4
29:02:78:05,BR_NonNeu_Oligo_MOL
29:03:16:06,HC_ExNeu_CA23
29:03:19:01,FC_ExNeu_L5
29:03:25:01,BR_NonNeu_Endothelial
29:03:45:01,FC_ExNeu_L5
29:03:47:05,HC_ExNeu_DG
29:03:66:01,FC_ExNeu_L5
29:03:68:05,HC_ExNeu_DG
29:03:77:05,HC_ExNeu_DG
29:04:08:05,HC_ExNeu_DG
29:04:17:06,BR_NonNeu_Astro_Myoc
29:04:26:04,HC_ExNeu_CA1
29:04:27:03,BR_InNeu_Sst
29:04:36:04,HC_ExNeu_CA23
29:04:53:05,FC_ExNeu_NP
29:05:46:02,FC_ExNeu_L23
29:05:46:04,HC_ExNeu_DG
29:05:48:01,FC_ExNeu_CT
29:05:51:06,HC_ExNeu_DG
29:05:55:05,HC_ExNeu_DG
29:05:68:04,HC_ExNeu_DG
29:07:17:05,HC_ExNeu_CA23
29:07:26:02,FC_ExNeu_L23
29:07:71:03,FC_ExNeu_Claustrum
29:08:21:03,FC_ExNeu_L23
29:08:31:06,BR_NonNeu_Oligo_MOL
29:08:65:05,HC_ExNeu_CA1
29:08:77:05,HC_ExNeu_CA1
29:09:19:04,HC_ExNeu_DG
29:09:33:01,FC_ExNeu_L23
29:09:80:04,HC_ExNeu_CA23
29:10:23:02,FC_ExNeu_L5
29:10:28:03,FC_ExNeu_L23
29:10:51:04,HC_ExNeu_DG
29:10:53:01,FC_ExNeu_NP
29:10:53:03,BR_InNeu_Pvalb
29:10:61:02,FC_ExNeu_L23
29:10:62:04,BR_NonNeu_Astro_Myoc
29:10:69:06,HC_ExNeu_CA1
29:11:25:03,FC_ExNeu_L5
29:11:30:04,HC_ExNeu_CA1
29:11:49:01,FC_ExNeu_CT
29:11:58:02,FC_ExNeu_L23
29:11:58:06,HC_ExNeu_CA1
29:11:84:01,FC_ExNeu_L23
29:12:66:01,BR_NonNeu_Astro_Myoc
29:12:94:05,BR_NonNeu_OPC
29:13:30:04,HC_ExNeu_DG
29:13:37:05,HC_ExNeu_CA23
29:13:94:02,BR_InNeu_CGE
29:14:37:01,BR_InNeu_Pvalb
29:14:45:03,FC_ExNeu_PT
29:14:48:03,FC_ExNeu_L4
29:14:63:04,BR_InNeu_Pvalb
29:14:80:04,HC_ExNeu_CA23
29:14:88:01,FC_ExNeu_Claustrum
29:15:10:04,HC_ExNeu_DG
29:16:47:01,BR_NonNeu_OPC
29:16:51:04,HC_ExNeu_DG
29:16:63:03,FC_ExNeu_L4
29:16:71:01,FC_ExNeu_CT
29:17:07:02,FC_ExNeu_L23
29:17:26:05,HC_ExNeu_CA23
29:17:27:04,HC_ExNeu_DG
29:17:33:01,FC_ExNeu_Claustrum
29:17:57:05,HC_ExNeu_CA1
29:17:66:02,FC_ExNeu_L4
29:17:90:01,FC_ExNeu_L4
29:18:17:01,FC_ExNeu_CT
29:18:28:02,FC_ExNeu_Claustrum
29:18:36:01,BR_InNeu_Pvalb
29:18:38:02,FC_ExNeu_L23
29:18:58:05,HC_ExNeu_CA1
29:18:74:04,HC_ExNeu_DG
29:19:43:01,FC_ExNeu_L5
29:19:56:02,FC_ExNeu_L23
29:19:56:04,HC_ExNeu_DG
29:20:12:06,HC_ExNeu_CA1
29:20:22:05,HC_ExNeu_DG
29:20:33:01,FC_ExNeu_L23
29:20:59:04,HC_ExNeu_DG
29:21:12:05,HC_ExNeu_DG
29:21:30:01,FC_ExNeu_L23
29:21:81:06,HC_ExNeu_CA1
29:22:12:01,FC_ExNeu_L23
29:22:16:04,HC_ExNeu_CA1
29:22:20:02,FC_ExNeu_Claustrum
29:22:25:02,FC_ExNeu_L23
29:22:44:01,FC_ExNeu_CT
29:22:45:03,FC_ExNeu_L5
29:22:48:06,HC_ExNeu_CA23
29:22:57:03,FC_ExNeu_L23
29:22:80:02,FC_ExNeu_Claustrum
29:22:81:03,FC_ExNeu_L5
29:23:24:03,FC_ExNeu_L4
29:23:24:05,HC_ExNeu_DG
29:23:50:04,HC_ExNeu_CA1
29:23:83:01,BR_InNeu_Pvalb
29:23:92:01,FC_ExNeu_PT
29:24:28:05,HC_ExNeu_CA1
29:24:68:03,FC_ExNeu_CT
29:24:88:02,FC_ExNeu_CT
29:25:05:01,FC_ExNeu_CT
29:25:16:01,FC_ExNeu_CT
29:25:56:05,HC_ExNeu_DG
29:25:58:03,FC_ExNeu_L23
29:25:66:02,FC_ExNeu_L23
29:25:68:03,FC_ExNeu_NP
29:25:86:05,HC_ExNeu_CA1
29:26:26:06,HC_ExNeu_CA23
29:26:34:01,FC_ExNeu_L23
29:26:47:01,FC_ExNeu_L23
29:26:53:03,FC_ExNeu_PT
29:26:86:03,FC_ExNeu_L23
29:27:12:05,HC_ExNeu_DG
29:27:22:05,HC_ExNeu_DG
29:27:31:04,HC_ExNeu_DG
29:27:80:05,HC_ExNeu_CA23
29:27:85:03,FC_ExNeu_L4
29:28:06:05,HC_ExNeu_CA23
29:28:12:06,HC_ExNeu_CA1
29:28:24:03,FC_ExNeu_L23
29:28:24:05,HC_ExNeu_CA1
29:28:26:01,FC_ExNeu_L23
29:28:48:03,FC_ExNeu_L23
29:28:69:02,FC_ExNeu_L5
29:28:88:02,FC_ExNeu_L5
29:29:02:01,BR_InNeu_Pvalb
29:29:22:06,HC_ExNeu_CA23
29:29:32:05,BR_NonNeu_Astro_Myoc
29:29:43:05,HC_ExNeu_CA23
29:29:45:01,BR_InNeu_Pvalb
29:29:56:03,FC_ExNeu_L4
29:29:70:03,FC_ExNeu_L5
29:30:31:03,FC_ExNeu_L23
29:30:45:03,FC_ExNeu_L5
29:30:49:02,FC_ExNeu_L23
29:30:51:02,FC_ExNeu_L23
29:30:61:02,FC_ExNeu_L23
29:30:94:01,FC_ExNeu_Claustrum
29:31:05:01,BR_NonNeu_Oligo_MOL
29:31:05:02,FC_ExNeu_L5
29:31:08:01,FC_ExNeu_L4
29:31:19:02,FC_ExNeu_L4
29:31:27:03,FC_ExNeu_L5
29:31:62:05,HC_ExNeu_CA23
29:31:65:05,HC_ExNeu_CA1
29:31:90:03,FC_ExNeu_L23
29:32:16:02,FC_ExNeu_L23
29:32:34:02,FC_ExNeu_Claustrum
29:32:63:03,FC_ExNeu_L5
29:33:30:05,HC_ExNeu_CA1
29:33:80:05,HC_ExNeu_DG
29:34:49:06,BR_InNeu_CGE
29:34:55:01,FC_ExNeu_L5
29:34:55:02,BR_InNeu_Sst
29:34:68:02,FC_ExNeu_L4
29:35:36:01,FC_ExNeu_L23
29:35:52:04,HC_ExNeu_CA23
29:35:63:01,FC_ExNeu_CT
29:36:21:06,HC_ExNeu_CA1
29:36:38:02,BR_InNeu_Sst
29:36:43:03,FC_ExNeu_L23
29:36:47:01,FC_ExNeu_Claustrum
29:36:84:02,FC_ExNeu_L5
29:37:24:03,FC_ExNeu_L23
29:37:70:05,HC_ExNeu_CA1
29:38:07:04,HC_ExNeu_CA23
29:38:71:02,FC_ExNeu_L5
29:38:78:03,BR_InNeu_Pvalb
29:39:02:03,FC_ExNeu_Claustrum
29:39:17:01,FC_ExNeu_L23
29:39:44:01,FC_ExNeu_L23
29:39:47:03,FC_ExNeu_L23
29:39:50:01,FC_ExNeu_L23
29:39:51:01,FC_ExNeu_L23
29:39:59:02,FC_ExNeu_L23
29:39:70:02,FC_ExNeu_L23
29:40:24:03,FC_ExNeu_L5
29:40:27:02,BR_InNeu_Pvalb
29:40:28:01,FC_ExNeu_L23
29:40:56:03,FC_ExNeu_Claustrum
29:40:65:02,FC_ExNeu_L23
29:41:12:01,FC_ExNeu_L5
29:41:16:01,FC_ExNeu_L5
29:41:48:06,HC_ExNeu_DG
29:41:66:01,FC_ExNeu_CT
29:42:16:01,FC_ExNeu_L5
29:42:38:03,BR_InNeu_Pvalb
29:42:77:01,FC_ExNeu_L4
29:43:02:02,FC_ExNeu_L5
29:43:16:04,HC_ExNeu_DG
29:43:25:04,HC_ExNeu_DG
29:43:32:03,FC_ExNeu_L5
29:43:43:03,FC_ExNeu_L23
29:43:56:01,FC_ExNeu_L5
29:43:56:05,HC_ExNeu_CA1
29:43:65:01,FC_ExNeu_L5
29:43:83:01,FC_ExNeu_L23
29:44:54:02,FC_ExNeu_Claustrum
29:45:07:06,HC_ExNeu_CA23
29:45:47:03,FC_ExNeu_CT
