x,celltype
23:80:66:05,HC_ExNeu_Subiculum
23:80:78:01,FC_ExNeu_L23
23:80:86:02,FC_ExNeu_L5
23:81:19:02,FC_ExNeu_L23
23:81:37:01,FC_ExNeu_L5
23:81:68:02,FC_ExNeu_L4
23:82:21:02,FC_ExNeu_L4
23:82:62:05,HC_ExNeu_CA23
23:85:12:03,FC_ExNeu_PT
23:85:17:01,FC_ExNeu_L4
23:85:19:01,FC_ExNeu_L23
23:86:24:01,BR_InNeu_Sst
23:86:25:04,FC_ExNeu_PT
23:86:68:01,FC_ExNeu_L23
23:87:10:02,FC_ExNeu_L23
23:87:81:04,HC_ExNeu_CA23
23:89:27:04,HC_ExNeu_CA23
23:89:49:02,FC_ExNeu_L23
23:89:57:01,FC_ExNeu_L4
23:96:10:05,HC_ExNeu_CA1
23:96:78:01,FC_ExNeu_L5
24:02:49:06,HC_ExNeu_DG
24:02:61:06,BR_NonNeu_Astro_Myoc
24:02:93:01,FC_ExNeu_L4
24:02:93:04,HC_ExNeu_CA1
24:03:15:02,FC_ExNeu_CT
24:03:51:03,FC_ExNeu_L4
24:03:53:01,FC_ExNeu_PT
24:03:57:05,HC_ExNeu_Subiculum
24:03:71:04,HC_ExNeu_CA1
24:04:38:04,HC_ExNeu_CA23
24:04:43:03,FC_ExNeu_L5
24:04:77:05,HC_ExNeu_CA23
24:05:48:05,HC_ExNeu_CA23
24:05:68:01,FC_ExNeu_L23
24:05:74:02,FC_ExNeu_L5
24:05:75:02,BR_InNeu_CGE
24:05:76:05,HC_ExNeu_CA1
24:05:93:05,HC_ExNeu_CA1
24:06:12:06,BR_NonNeu_Oligo_MOL
24:06:38:05,HC_ExNeu_DG
24:06:62:01,BR_InNeu_Pvalb
24:06:62:02,FC_ExNeu_L5
24:06:68:01,FC_ExNeu_Claustrum
24:06:77:01,FC_ExNeu_L4
24:06:83:05,HC_ExNeu_DG
24:07:19:04,HC_ExNeu_DG
24:07:38:01,FC_ExNeu_L5
24:07:51:06,BR_InNeu_Pvalb
24:07:59:03,FC_ExNeu_L23
24:07:86:02,FC_ExNeu_L23
24:08:27:02,FC_ExNeu_L23
24:08:34:01,FC_ExNeu_L23
24:08:59:05,FC_ExNeu_NP
24:08:88:01,FC_ExNeu_Claustrum
24:08:90:02,FC_ExNeu_Claustrum
24:09:02:01,BR_InNeu_CGE
24:09:23:01,FC_ExNeu_L4
24:09:28:04,HC_ExNeu_DG
24:09:31:02,FC_ExNeu_L5
24:09:76:01,FC_ExNeu_PT
24:10:68:04,HC_ExNeu_DG
24:10:70:03,FC_ExNeu_L5
24:10:75:02,FC_ExNeu_L5
24:10:93:02,FC_ExNeu_CT
24:12:22:03,FC_ExNeu_L4
24:12:28:01,FC_ExNeu_NP
24:12:47:02,FC_ExNeu_L4
24:12:84:05,HC_ExNeu_CA23
24:13:27:01,FC_ExNeu_L23
24:13:33:03,FC_ExNeu_L4
24:13:56:05,HC_ExNeu_CA23
24:13:74:03,FC_ExNeu_L23
24:13:80:01,FC_ExNeu_L5
24:13:80:03,FC_ExNeu_CT
24:13:80:04,BR_InNeu_CGE
24:14:06:01,BR_InNeu_Sst
24:14:06:04,HC_ExNeu_CA23
24:14:23:01,FC_ExNeu_L23
24:14:93:02,FC_ExNeu_L5
24:15:10:02,FC_ExNeu_L5
24:15:61:05,HC_ExNeu_CA1
24:15:68:05,HC_ExNeu_CA1
24:15:73:06,HC_ExNeu_CA1
24:16:56:01,FC_ExNeu_L5
24:16:63:01,FC_ExNeu_Claustrum
24:16:84:02,FC_ExNeu_CT
24:17:10:04,HC_ExNeu_CA1
24:17:51:03,FC_ExNeu_L5
24:18:12:01,FC_ExNeu_L4
24:18:37:01,FC_ExNeu_L23
24:18:38:01,BR_NonNeu_Microglia
24:18:78:06,BR_NonNeu_Astro_Myoc
24:18:79:01,FC_ExNeu_L23
24:18:93:05,HC_ExNeu_CA1
24:19:05:04,FC_ExNeu_NP
24:19:06:06,HC_ExNeu_CA1
24:19:27:02,FC_ExNeu_CT
24:19:77:02,BR_InNeu_Pvalb
24:20:34:02,FC_ExNeu_PT
24:20:55:02,BR_InNeu_Pvalb
24:20:66:06,BR_InNeu_CGE
24:21:17:03,FC_ExNeu_L5
24:21:17:04,HC_ExNeu_DG
24:21:36:03,FC_ExNeu_L23
24:21:47:03,FC_ExNeu_CT
24:21:55:04,BR_InNeu_CGE
24:22:05:01,FC_ExNeu_L23
24:22:23:05,HC_ExNeu_CA1
24:22:37:02,FC_ExNeu_L5
24:22:58:01,FC_ExNeu_L23
24:22:61:05,HC_ExNeu_CA23
24:22:93:02,FC_ExNeu_PT
24:23:05:03,FC_ExNeu_L4
24:23:10:04,HC_ExNeu_CA1
24:23:19:06,HC_ExNeu_CA23
24:23:28:06,HC_ExNeu_CA1
24:23:50:05,BR_InNeu_Sst
24:24:07:01,FC_ExNeu_L5
24:24:28:05,HC_ExNeu_CA1
24:24:32:04,HC_ExNeu_CA23
24:24:34:03,FC_ExNeu_Claustrum
24:24:69:01,FC_ExNeu_L23
24:24:69:03,FC_ExNeu_L5
24:24:78:01,FC_ExNeu_L4
24:25:05:03,FC_ExNeu_L4
24:25:16:05,BR_InNeu_CGE
24:25:50:01,FC_ExNeu_L23
24:25:51:06,HC_ExNeu_CA1
24:25:85:03,FC_ExNeu_L23
24:26:22:01,BR_InNeu_CGE
24:26:71:03,FC_ExNeu_L23
24:26:80:01,FC_ExNeu_L4
24:27:16:04,HC_ExNeu_CA1
24:27:22:02,BR_InNeu_Pvalb
24:27:33:01,FC_ExNeu_PT
24:27:45:02,FC_ExNeu_NP
24:27:57:03,FC_ExNeu_L23
24:27:71:03,FC_ExNeu_L5
24:27:78:01,FC_ExNeu_L23
24:27:80:01,FC_ExNeu_PT
24:28:17:05,HC_ExNeu_CA1
24:28:22:02,FC_ExNeu_L5
24:28:65:03,FC_ExNeu_L4
24:28:74:02,FC_ExNeu_L5
24:29:34:02,FC_ExNeu_L5
24:29:46:02,FC_ExNeu_L5
24:29:83:06,HC_ExNeu_CA23
24:29:86:05,HC_ExNeu_CA23
24:30:26:04,HC_ExNeu_CA23
24:30:33:06,HC_ExNeu_DG
24:30:47:01,FC_ExNeu_PT
24:30:63:05,HC_ExNeu_CA1
24:30:80:01,FC_ExNeu_L5
24:30:86:01,FC_ExNeu_CT
24:31:20:06,HC_ExNeu_CA23
24:31:23:04,HC_ExNeu_DG
24:31:28:03,FC_ExNeu_L23
24:31:34:01,FC_ExNeu_L23
24:31:65:03,FC_ExNeu_L5
24:31:65:05,HC_ExNeu_CA1
24:31:75:03,FC_ExNeu_CT
24:32:24:03,FC_ExNeu_L5
24:32:37:06,HC_ExNeu_DG
24:32:45:01,FC_ExNeu_L23
24:33:28:02,FC_ExNeu_L5
24:33:39:03,FC_ExNeu_CT
24:33:68:02,FC_ExNeu_Claustrum
24:33:76:06,HC_ExNeu_CA23
24:34:19:06,HC_ExNeu_CA23
24:34:45:01,BR_InNeu_Pvalb
24:34:57:02,FC_ExNeu_L5
24:34:83:02,FC_ExNeu_CT
24:34:85:02,FC_ExNeu_CT
24:35:58:02,FC_ExNeu_CT
24:35:77:04,HC_ExNeu_CA23
24:35:85:02,FC_ExNeu_L5
24:35:85:03,FC_ExNeu_L23
24:36:06:01,FC_ExNeu_L4
24:36:19:03,FC_ExNeu_CT
24:36:26:01,FC_ExNeu_L23
24:37:12:05,HC_ExNeu_CA1
24:37:30:02,FC_ExNeu_L5
24:37:31:02,FC_ExNeu_L23
24:37:36:05,HC_ExNeu_CA1
24:37:39:01,FC_ExNeu_PT
24:37:49:05,HC_ExNeu_CA1
24:37:57:02,FC_ExNeu_L4
24:37:65:04,HC_ExNeu_CA1
24:38:05:03,FC_ExNeu_L23
24:38:06:01,FC_ExNeu_L5
24:38:53:02,FC_ExNeu_L5
24:38:61:01,FC_ExNeu_PT
24:38:75:01,FC_ExNeu_L23
24:38:77:03,FC_ExNeu_L5
24:39:12:01,FC_ExNeu_L23
24:39:51:01,FC_ExNeu_L5
24:39:51:03,FC_ExNeu_L4
24:39:56:02,FC_ExNeu_PT
24:39:63:02,BR_InNeu_Pvalb
24:39:88:03,FC_ExNeu_L23
24:39:93:02,FC_ExNeu_L5
24:40:15:01,FC_ExNeu_L5
24:40:16:01,FC_ExNeu_L4
24:40:44:06,BR_InNeu_CGE
24:40:65:04,HC_ExNeu_CA23
24:40:66:03,FC_ExNeu_L23
24:40:77:01,BR_InNeu_CGE
24:41:17:04,HC_ExNeu_CA1
24:41:37:02,BR_InNeu_Pvalb
24:41:43:01,FC_ExNeu_CT
24:41:58:03,FC_ExNeu_CT
24:41:59:01,FC_ExNeu_L23
24:42:02:02,FC_ExNeu_Claustrum
24:42:05:03,FC_ExNeu_L5
24:42:07:06,FC_ExNeu_NP
24:42:28:05,HC_ExNeu_DG
24:42:37:02,FC_ExNeu_L4
24:42:58:01,FC_ExNeu_L23
24:42:65:06,BR_InNeu_CGE
24:42:75:06,BR_InNeu_CGE
24:42:79:05,HC_ExNeu_CA23
24:43:04:01,FC_ExNeu_L23
24:43:05:03,FC_ExNeu_L23
24:43:55:02,BR_InNeu_Pvalb
24:43:81:02,FC_ExNeu_L4
24:43:88:04,BR_InNeu_CGE
24:43:88:05,HC_ExNeu_Subiculum
24:44:05:01,FC_ExNeu_L4
24:44:75:06,HC_ExNeu_CA23
24:44:94:01,FC_ExNeu_L4
24:45:31:01,FC_ExNeu_L5
24:46:71:02,FC_ExNeu_CT
24:46:77:02,FC_ExNeu_PT
24:47:19:05,HC_ExNeu_CA1
24:47:20:01,FC_ExNeu_L23
24:48:08:02,FC_ExNeu_Claustrum
24:48:24:03,FC_ExNeu_L23
24:48:66:03,FC_ExNeu_L23
24:48:68:04,BR_InNeu_CGE
24:49:07:05,HC_ExNeu_CA23
24:49:15:02,FC_ExNeu_L23
24:49:49:02,FC_ExNeu_PT
24:49:65:04,HC_ExNeu_DG
24:49:85:03,FC_ExNeu_L23
24:50:36:03,FC_ExNeu_L23
24:50:36:04,HC_ExNeu_CA1
24:50:74:02,FC_ExNeu_L23
24:51:02:04,HC_ExNeu_CA1
24:51:32:05,HC_ExNeu_CA23
24:52:06:01,FC_ExNeu_L23
24:52:15:01,FC_ExNeu_L23
24:52:16:01,FC_ExNeu_L5
24:52:20:06,HC_ExNeu_DG
24:52:22:01,FC_ExNeu_L4
24:52:26:02,FC_ExNeu_L5
24:52:34:01,FC_ExNeu_L5
24:52:43:01,FC_ExNeu_L23
24:52:59:02,BR_InNeu_Sst
24:52:94:02,FC_ExNeu_Claustrum
24:53:02:06,HC_ExNeu_CA1
24:53:44:01,FC_ExNeu_Claustrum
24:53:66:03,FC_ExNeu_L23
24:53:66:04,HC_ExNeu_CA1
24:53:80:04,HC_ExNeu_CA1
24:54:02:05,HC_ExNeu_DG
24:54:04:02,FC_ExNeu_PT
24:54:17:06,HC_ExNeu_CA1
24:54:53:02,BR_InNeu_CGE
24:54:71:01,FC_ExNeu_L4
24:54:83:02,FC_ExNeu_L23
24:55:36:02,FC_ExNeu_L4
24:55:55:03,BR_InNeu_Sst
24:56:55:02,FC_ExNeu_L4
24:56:55:05,HC_ExNeu_CA23
24:56:59:05,HC_ExNeu_CA23
24:56:77:01,FC_ExNeu_L23
24:56:80:03,FC_ExNeu_Claustrum
24:56:86:04,BR_InNeu_CGE
24:57:07:04,HC_ExNeu_CA23
24:57:10:02,FC_ExNeu_L23
24:57:10:06,HC_ExNeu_CA23
24:57:30:01,FC_ExNeu_PT
24:57:44:01,FC_ExNeu_PT
24:57:49:05,HC_ExNeu_CA1
24:58:23:02,BR_InNeu_CGE
24:58:24:02,FC_ExNeu_L23
24:58:46:03,FC_ExNeu_L23
24:58:77:01,FC_ExNeu_L23
24:59:93:01,FC_ExNeu_CT
24:60:02:01,FC_ExNeu_L23
24:60:21:02,FC_ExNeu_L5
24:61:12:01,FC_ExNeu_Claustrum
24:61:17:03,FC_ExNeu_L5
24:61:48:03,FC_ExNeu_L5
24:62:20:01,FC_ExNeu_PT
24:62:30:04,HC_ExNeu_CA23
24:62:63:01,FC_ExNeu_L4
24:62:76:01,BR_InNeu_Sst
24:62:76:02,FC_ExNeu_L23
24:63:15:04,HC_ExNeu_CA1
24:63:36:05,HC_ExNeu_CA1
24:63:48:05,HC_ExNeu_Subiculum
24:63:94:05,HC_ExNeu_CA23
24:64:51:03,FC_ExNeu_PT
24:64:65:02,FC_ExNeu_Claustrum
24:65:02:03,FC_ExNeu_L5
24:65:08:03,FC_ExNeu_CT
24:65:32:05,HC_ExNeu_CA23
24:65:36:05,HC_ExNeu_CA23
24:65:58:05,HC_ExNeu_Subiculum
24:65:84:05,BR_NonNeu_Astro_Myoc
24:66:47:03,FC_ExNeu_L23
24:66:51:04,HC_ExNeu_CA23
24:66:59:03,FC_ExNeu_L5
24:66:79:01,FC_ExNeu_L23
24:67:19:03,BR_InNeu_Pvalb
24:67:49:04,BR_InNeu_CGE
24:67:55:01,FC_ExNeu_L23
24:67:76:06,HC_ExNeu_DG
24:68:20:03,FC_ExNeu_L5
24:68:28:04,HC_ExNeu_CA1
24:68:48:01,FC_ExNeu_L23
24:68:86:01,FC_ExNeu_L5
24:69:07:01,FC_ExNeu_Claustrum
24:69:15:04,HC_ExNeu_CA23
24:69:17:02,BR_InNeu_CGE
24:69:44:06,HC_ExNeu_CA1
24:69:49:05,HC_ExNeu_CA1
24:69:65:01,FC_ExNeu_CT
24:69:66:02,FC_ExNeu_L23
24:69:75:03,FC_ExNeu_Claustrum
24:69:77:03,FC_ExNeu_L23
24:69:84:02,FC_ExNeu_L23
24:70:12:03,FC_ExNeu_L23
24:70:53:03,FC_ExNeu_L23
24:70:61:05,HC_ExNeu_CA1
24:70:93:02,FC_ExNeu_PT
24:71:02:05,HC_ExNeu_Subiculum
24:71:50:01,FC_ExNeu_Claustrum
24:72:34:02,FC_ExNeu_L5
24:72:37:03,FC_ExNeu_L23
24:72:68:03,FC_ExNeu_Claustrum
24:72:74:03,FC_ExNeu_L5
24:72:92:04,HC_ExNeu_CA1
24:73:26:05,HC_ExNeu_Subiculum
24:73:26:06,HC_ExNeu_CA1
24:73:47:02,BR_NonNeu_Endothelial
24:73:65:01,FC_ExNeu_L5
24:73:94:04,HC_ExNeu_CA1
24:74:21:04,HC_ExNeu_CA23
24:74:23:04,HC_ExNeu_CA23
24:74:24:03,FC_ExNeu_Claustrum
24:74:47:01,BR_InNeu_Pvalb
24:74:84:04,HC_ExNeu_DG
24:75:28:02,FC_ExNeu_PT
24:75:34:03,FC_ExNeu_L5
24:76:79:04,HC_ExNeu_CA1
24:77:12:01,FC_ExNeu_L23
24:77:84:02,FC_ExNeu_L5
24:77:93:03,FC_ExNeu_L5
24:78:07:05,HC_ExNeu_DG
24:78:27:03,FC_ExNeu_L23
24:78:28:02,FC_ExNeu_L23
24:78:58:02,BR_InNeu_Pvalb
24:78:62:04,HC_ExNeu_CA23
24:79:04:03,FC_ExNeu_CT
24:79:06:03,BR_InNeu_Pvalb
24:79:63:03,FC_ExNeu_L23
24:79:68:05,HC_ExNeu_CA23
24:80:08:02,FC_ExNeu_L23
24:80:15:05,HC_ExNeu_DG
24:80:33:01,FC_ExNeu_L4
24:80:57:05,BR_NonNeu_Astro_Myoc
24:80:63:02,FC_ExNeu_L5
24:81:21:03,FC_ExNeu_L5
24:81:53:02,FC_ExNeu_CT
24:81:58:03,FC_ExNeu_L5
24:82:36:02,FC_ExNeu_CT
24:82:48:02,FC_ExNeu_CT
24:83:28:03,FC_ExNeu_L4
24:83:56:04,HC_ExNeu_CA23
24:83:86:06,HC_ExNeu_CA23
24:84:58:06,HC_ExNeu_CA1
24:84:74:05,HC_ExNeu_CA23
24:84:75:03,FC_ExNeu_CT
24:85:12:06,HC_ExNeu_DG
24:85:15:02,FC_ExNeu_L23
24:85:19:04,BR_InNeu_Pvalb
24:85:49:02,FC_ExNeu_L23
24:85:81:02,FC_ExNeu_L4
24:85:85:01,FC_ExNeu_L23
24:86:05:05,HC_ExNeu_CA23
24:86:10:05,HC_ExNeu_CA23
24:86:36:04,BR_InNeu_CGE
24:86:43:01,BR_InNeu_CGE
24:86:46:03,FC_ExNeu_L5
24:87:21:03,FC_ExNeu_L5
24:87:44:01,FC_ExNeu_L5
24:87:63:05,HC_ExNeu_CA23
24:87:71:04,BR_InNeu_CGE
24:88:27:05,HC_ExNeu_CA23
24:88:55:04,HC_ExNeu_DG
24:88:66:01,FC_ExNeu_PT
24:88:70:01,FC_ExNeu_L5
24:88:86:02,FC_ExNeu_CT
24:88:86:05,HC_ExNeu_CA23
24:88:90:06,HC_ExNeu_CA23
24:89:80:03,FC_ExNeu_CT
24:90:47:01,FC_ExNeu_L23
24:90:50:03,FC_ExNeu_L23
24:90:71:02,FC_ExNeu_CT
24:90:86:02,FC_ExNeu_L5
24:90:94:04,HC_ExNeu_CA1
24:91:02:04,HC_ExNeu_CA1
24:91:27:06,HC_ExNeu_CA23
24:92:31:05,HC_ExNeu_CA1
24:92:43:02,FC_ExNeu_CT
24:92:90:03,FC_ExNeu_L4
24:93:16:04,HC_ExNeu_CA23
24:93:31:04,HC_ExNeu_DG
24:93:50:02,FC_ExNeu_CT
24:93:68:04,HC_ExNeu_DG
24:93:84:02,FC_ExNeu_NP
24:94:49:05,HC_ExNeu_CA23
24:94:53:06,HC_ExNeu_CA23
24:94:65:06,HC_ExNeu_CA1
24:94:84:02,FC_ExNeu_Claustrum
24:95:04:05,HC_ExNeu_CA23
24:95:06:03,FC_ExNeu_L23
24:95:07:03,FC_ExNeu_L5
24:95:79:05,BR_InNeu_CGE
24:95:84:03,FC_ExNeu_L23
24:95:94:04,HC_ExNeu_CA1
24:96:05:03,FC_ExNeu_L23
24:96:05:05,HC_ExNeu_CA1
24:96:26:01,FC_ExNeu_L5
24:96:50:05,BR_InNeu_CGE
24:96:69:02,FC_ExNeu_L4
24:96:79:05,HC_ExNeu_DG
24:96:90:06,HC_ExNeu_CA23
25:02:04:04,HC_ExNeu_CA1
25:02:90:02,FC_ExNeu_CT
25:04:37:01,BR_InNeu_CGE
25:04:43:03,BR_NonNeu_Astro_Myoc
25:06:94:01,FC_ExNeu_L23
25:08:07:01,FC_ExNeu_L5
25:08:53:04,HC_ExNeu_CA1
25:08:56:02,FC_ExNeu_L23
25:08:90:01,FC_ExNeu_CT
25:09:28:01,FC_ExNeu_L23
25:09:90:02,FC_ExNeu_L23
25:10:46:02,FC_ExNeu_PT
25:11:20:03,FC_ExNeu_L23
25:11:46:06,HC_ExNeu_DG
25:12:33:03,FC_ExNeu_L5
25:12:43:03,FC_ExNeu_L23
25:13:31:01,FC_ExNeu_L4
25:13:46:01,FC_ExNeu_PT
25:13:70:04,HC_ExNeu_DG
25:13:83:01,FC_ExNeu_L23
25:14:46:01,FC_ExNeu_L5
25:14:85:05,HC_ExNeu_CA23
25:15:20:01,FC_ExNeu_PT
25:15:48:02,FC_ExNeu_L23
25:17:56:04,HC_ExNeu_DG
25:18:25:01,BR_InNeu_CGE
25:18:25:04,HC_ExNeu_DG
25:18:75:01,BR_InNeu_CGE
25:18:77:04,HC_ExNeu_CA1
25:19:17:01,FC_ExNeu_L23
25:19:63:01,FC_ExNeu_L5
25:20:24:01,FC_ExNeu_CT
25:20:45:01,BR_InNeu_Pvalb
25:20:45:06,HC_ExNeu_DG
25:20:61:05,HC_ExNeu_CA23
25:22:05:01,BR_InNeu_Pvalb
25:22:21:05,HC_ExNeu_CA1
25:22:46:01,FC_ExNeu_L23
25:23:28:03,FC_ExNeu_L4
25:23:88:05,HC_ExNeu_CA23
25:24:05:03,FC_ExNeu_L4
25:24:08:01,FC_ExNeu_L23
25:24:25:02,BR_InNeu_Pvalb
25:24:55:03,FC_ExNeu_L4
25:25:57:03,FC_ExNeu_Claustrum
25:26:07:04,HC_ExNeu_CA1
25:26:37:02,FC_ExNeu_L23
25:26:79:04,BR_InNeu_CGE
25:27:45:05,HC_ExNeu_Subiculum
25:27:55:01,FC_ExNeu_Claustrum
25:27:77:03,FC_ExNeu_L23
25:28:16:01,BR_InNeu_Pvalb
25:28:25:02,FC_ExNeu_L5
25:28:55:04,HC_ExNeu_CA1
25:28:79:02,FC_ExNeu_CT
25:29:28:05,HC_ExNeu_CA1
25:29:88:06,FC_ExNeu_NP
25:30:04:05,HC_ExNeu_CA23
25:30:19:04,HC_ExNeu_CA23
25:30:24:02,FC_ExNeu_L5
25:30:50:02,FC_ExNeu_L5
25:30:84:01,FC_ExNeu_L5
25:31:48:04,HC_ExNeu_CA23
25:31:85:01,FC_ExNeu_L5
25:32:71:04,HC_ExNeu_DG
25:33:80:01,FC_ExNeu_L4
25:33:81:05,HC_ExNeu_Subiculum
25:34:07:03,FC_ExNeu_L23
25:34:51:03,FC_ExNeu_CT
25:34:75:03,FC_ExNeu_L5
25:34:84:01,FC_ExNeu_L23
25:35:37:04,HC_ExNeu_CA1
25:35:45:01,FC_ExNeu_L23
25:35:50:02,FC_ExNeu_PT
25:36:61:05,HC_ExNeu_CA23
25:36:66:05,HC_ExNeu_CA23
25:37:30:01,FC_ExNeu_L4
25:37:56:01,FC_ExNeu_PT
25:37:83:02,FC_ExNeu_L4
25:39:46:06,HC_ExNeu_CA23
25:40:23:05,HC_ExNeu_CA23
25:40:38:02,FC_ExNeu_PT
25:41:23:01,FC_ExNeu_L5
25:41:36:01,FC_ExNeu_L23
25:41:50:04,HC_ExNeu_DG
25:41:79:05,HC_ExNeu_CA23
25:41:88:04,HC_ExNeu_CA1
25:42:02:02,FC_ExNeu_CT
25:42:02:04,HC_ExNeu_CA1
25:42:30:04,BR_InNeu_CGE
25:42:75:06,HC_ExNeu_CA1
25:43:32:01,BR_InNeu_CGE
25:43:74:03,FC_ExNeu_L23
25:44:57:06,HC_ExNeu_DG
25:44:68:01,FC_ExNeu_L5
25:44:86:02,FC_ExNeu_L5
25:44:86:04,HC_ExNeu_CA23
25:45:08:03,FC_ExNeu_Claustrum
25:45:20:03,FC_ExNeu_L23
25:45:32:04,HC_ExNeu_CA1
25:45:49:02,FC_ExNeu_L23
25:45:66:01,FC_ExNeu_PT
25:45:88:03,FC_ExNeu_L5
25:46:56:01,FC_ExNeu_L23
25:47:19:05,HC_ExNeu_CA23
25:47:28:03,FC_ExNeu_PT
25:47:32:01,FC_ExNeu_L4
25:47:58:02,FC_ExNeu_L5
25:48:31:01,FC_ExNeu_L23
25:49:21:01,FC_ExNeu_L5
25:49:38:06,HC_ExNeu_CA1
25:50:47:04,BR_InNeu_CGE
25:50:50:02,FC_ExNeu_L23
25:50:76:02,BR_InNeu_CGE
25:50:85:04,HC_ExNeu_CA23
25:51:07:02,FC_ExNeu_Claustrum
25:51:21:01,FC_ExNeu_PT
25:51:36:01,FC_ExNeu_PT
25:51:76:05,HC_ExNeu_DG
25:52:34:01,FC_ExNeu_Claustrum
25:52:45:01,FC_ExNeu_PT
25:53:03:02,FC_ExNeu_L23
25:53:25:05,BR_NonNeu_Astro_Myoc
25:53:70:05,HC_ExNeu_CA23
25:54:53:05,HC_ExNeu_CA23
25:54:69:03,FC_ExNeu_L5
25:55:43:02,FC_ExNeu_Claustrum
25:55:43:04,BR_InNeu_Pvalb
25:55:62:02,FC_ExNeu_L23
25:55:83:05,HC_ExNeu_CA23
25:56:32:01,FC_ExNeu_L5
25:56:59:05,HC_ExNeu_CA23
25:56:81:01,BR_InNeu_CGE
25:57:26:03,FC_ExNeu_L23
25:57:37:04,HC_ExNeu_CA1
25:57:50:04,HC_ExNeu_CA23
25:57:84:02,FC_ExNeu_Claustrum
25:58:32:04,BR_NonNeu_OPC
25:59:27:01,FC_ExNeu_L23
25:59:65:04,HC_ExNeu_DG
25:60:25:03,FC_ExNeu_L4
25:60:65:03,FC_ExNeu_CT
25:61:47:01,FC_ExNeu_CT
25:61:93:01,FC_ExNeu_L23
25:62:50:01,FC_ExNeu_Claustrum
25:62:70:04,HC_ExNeu_CA23
25:63:36:03,FC_ExNeu_CT
25:63:37:03,FC_ExNeu_PT
25:63:43:02,FC_ExNeu_PT
25:63:43:03,FC_ExNeu_L23
25:63:53:01,FC_ExNeu_L5
25:63:66:02,FC_ExNeu_Claustrum
25:64:26:05,HC_ExNeu_DG
25:64:45:06,HC_ExNeu_DG
25:64:46:02,FC_ExNeu_L5
25:64:51:06,BR_NonNeu_Microglia
25:64:85:06,HC_ExNeu_DG
25:65:48:03,FC_ExNeu_L23
25:65:48:05,HC_ExNeu_CA1
25:65:62:02,FC_ExNeu_L4
25:65:66:03,FC_ExNeu_L4
25:66:15:01,FC_ExNeu_L5
25:66:32:01,FC_ExNeu_Claustrum
25:67:25:02,FC_ExNeu_L23
25:67:38:04,BR_InNeu_CGE
25:68:63:06,BR_NonNeu_Astro_Myoc
25:69:83:04,HC_ExNeu_DG
25:69:90:01,FC_ExNeu_L23
25:70:34:02,FC_ExNeu_NP
25:70:76:02,FC_ExNeu_L4
25:71:22:01,FC_ExNeu_L23
25:71:28:02,FC_ExNeu_PT
25:71:55:02,FC_ExNeu_L23
25:72:36:03,FC_ExNeu_L5
25:72:56:02,FC_ExNeu_L23
25:72:75:01,FC_ExNeu_L4
25:73:10:01,FC_ExNeu_PT
25:73:63:04,HC_ExNeu_CA1
25:74:79:05,HC_ExNeu_DG
25:74:94:05,BR_InNeu_CGE
25:75:63:02,FC_ExNeu_L5
25:75:80:01,BR_InNeu_Sst
25:75:88:02,FC_ExNeu_PT
25:76:22:01,FC_ExNeu_L5
25:77:20:04,HC_ExNeu_DG
25:77:83:03,FC_ExNeu_CT
25:78:10:02,FC_ExNeu_L23
25:78:26:02,FC_ExNeu_L23
25:78:59:03,FC_ExNeu_L5
25:78:71:03,FC_ExNeu_L5
25:79:06:02,FC_ExNeu_L23
25:79:20:02,FC_ExNeu_L5
25:80:59:03,FC_ExNeu_Claustrum
25:80:61:06,HC_ExNeu_CA1
25:81:21:01,FC_ExNeu_Claustrum
25:82:34:01,FC_ExNeu_L23
25:82:81:01,FC_ExNeu_PT
25:83:46:05,HC_ExNeu_CA1
25:84:80:03,FC_ExNeu_CT
25:85:15:01,FC_ExNeu_L23
25:85:17:03,FC_ExNeu_L5
25:86:51:01,FC_ExNeu_L23
25:86:88:01,FC_ExNeu_L23
25:87:31:01,FC_ExNeu_L5
25:88:55:04,HC_ExNeu_CA23
25:88:90:03,FC_ExNeu_L4
25:89:27:01,FC_ExNeu_L23
25:89:27:02,FC_ExNeu_L23
25:89:63:05,BR_InNeu_CGE
25:89:68:01,FC_ExNeu_L23
25:90:08:04,HC_ExNeu_DG
25:90:23:02,FC_ExNeu_L5
25:90:77:02,FC_ExNeu_L4
25:91:05:05,HC_ExNeu_CA1
25:91:08:03,FC_ExNeu_PT
25:91:23:03,FC_ExNeu_L23
25:91:56:01,FC_ExNeu_L23
25:92:32:01,BR_NonNeu_OPC
25:93:02:01,FC_ExNeu_CT
25:93:23:01,FC_ExNeu_L23
25:93:62:05,HC_ExNeu_DG
25:93:83:06,BR_InNeu_Pvalb
25:94:26:03,FC_ExNeu_L5
25:94:31:02,FC_ExNeu_L5
25:94:77:05,HC_ExNeu_DG
25:94:77:06,HC_ExNeu_CA1
25:94:94:06,HC_ExNeu_CA1
25:95:32:01,FC_ExNeu_Claustrum
25:95:63:05,HC_ExNeu_DG
26:02:49:02,FC_ExNeu_PT
26:02:70:06,HC_ExNeu_CA23
26:03:33:02,FC_ExNeu_L23
26:03:51:04,HC_ExNeu_CA23
26:03:90:05,HC_ExNeu_CA1
26:04:45:01,FC_ExNeu_CT
26:04:49:06,HC_ExNeu_CA1
26:04:66:03,FC_ExNeu_L5
26:04:84:02,FC_ExNeu_L23
26:04:84:03,FC_ExNeu_CT
26:05:28:01,FC_ExNeu_L5
