x
ENSMUSG00000108532
ENSMUSG00000052551
ENSMUSG00000062209
ENSMUSG00000029648
ENSMUSG00000030237
ENSMUSG00000109741
ENSMUSG00000110246
ENSMUSG00000046178
ENSMUSG00000026678
ENSMUSG00000037610
ENSMUSG00000022935
ENSMUSG00000059203
ENSMUSG00000109907
ENSMUSG00000031559
ENSMUSG00000110281
ENSMUSG00000021010
ENSMUSG00000096972
ENSMUSG00000111765
ENSMUSG00000043659
ENSMUSG00000058897
ENSMUSG00000110067
ENSMUSG00000034813
ENSMUSG00000027971
ENSMUSG00000092094
ENSMUSG00000075270
ENSMUSG00000110375
ENSMUSG00000105265
ENSMUSG00000020154
ENSMUSG00000052387
ENSMUSG00000078591
ENSMUSG00000059049
ENSMUSG00000038679
ENSMUSG00000053519
ENSMUSG00000112121
ENSMUSG00000024140
ENSMUSG00000051747
ENSMUSG00000055471
ENSMUSG00000022112
ENSMUSG00000085505
ENSMUSG00000090063
ENSMUSG00000020042
ENSMUSG00000039167
ENSMUSG00000032841
ENSMUSG00000047907
ENSMUSG00000029563
ENSMUSG00000055214
ENSMUSG00000053930
ENSMUSG00000030235
ENSMUSG00000053626
ENSMUSG00000052942
ENSMUSG00000042286
ENSMUSG00000090675
ENSMUSG00000085899
ENSMUSG00000031137
ENSMUSG00000041272
ENSMUSG00000100851
ENSMUSG00000042453
ENSMUSG00000032017
ENSMUSG00000038608
ENSMUSG00000097462
ENSMUSG00000085070
ENSMUSG00000046318
ENSMUSG00000018595
ENSMUSG00000045613
ENSMUSG00000038048
ENSMUSG00000033740
ENSMUSG00000109838
ENSMUSG00000041741
ENSMUSG00000025780
ENSMUSG00000022231
ENSMUSG00000031561
ENSMUSG00000031925
ENSMUSG00000059187
ENSMUSG00000039607
ENSMUSG00000019935
ENSMUSG00000021879
ENSMUSG00000036192
ENSMUSG00000040420
ENSMUSG00000022708
ENSMUSG00000106379
ENSMUSG00000058571
ENSMUSG00000089447
ENSMUSG00000045648
ENSMUSG00000031772
ENSMUSG00000097442
ENSMUSG00000087514
ENSMUSG00000096914
ENSMUSG00000098097
ENSMUSG00000098760
ENSMUSG00000057098
ENSMUSG00000035131
ENSMUSG00000015766
ENSMUSG00000026347
ENSMUSG00000117312
ENSMUSG00000026398
ENSMUSG00000057802
ENSMUSG00000063297
ENSMUSG00000026141
ENSMUSG00000102004
ENSMUSG00000109346
ENSMUSG00000042581
ENSMUSG00000056296
ENSMUSG00000031997
ENSMUSG00000033278
ENSMUSG00000019888
ENSMUSG00000050830
ENSMUSG00000031841
ENSMUSG00000041380
ENSMUSG00000010175
ENSMUSG00000041378
ENSMUSG00000032564
ENSMUSG00000078612
ENSMUSG00000097324
ENSMUSG00000034402
ENSMUSG00000108539
ENSMUSG00000030111
ENSMUSG00000085784
ENSMUSG00000027965
ENSMUSG00000104586
ENSMUSG00000063600
ENSMUSG00000037653
ENSMUSG00000030834
ENSMUSG00000020354
ENSMUSG00000044071
ENSMUSG00000034009
ENSMUSG00000062151
ENSMUSG00000007122
ENSMUSG00000054555
ENSMUSG00000027859
ENSMUSG00000047161
ENSMUSG00000055761
ENSMUSG00000105324
ENSMUSG00000051910
ENSMUSG00000028851
ENSMUSG00000092413
ENSMUSG00000018740
ENSMUSG00000066113
ENSMUSG00000005360
ENSMUSG00000015468
ENSMUSG00000110633
ENSMUSG00000059857
ENSMUSG00000044288
ENSMUSG00000086550
ENSMUSG00000017978
ENSMUSG00000033579
ENSMUSG00000041789
ENSMUSG00000102422
ENSMUSG00000032125
ENSMUSG00000027556
ENSMUSG00000070327
ENSMUSG00000050663
ENSMUSG00000042251
ENSMUSG00000098353
ENSMUSG00000032517
ENSMUSG00000087268
ENSMUSG00000035168
ENSMUSG00000003746
ENSMUSG00000111785
ENSMUSG00000037940
ENSMUSG00000044033
ENSMUSG00000048960
ENSMUSG00000043456
ENSMUSG00000087460
ENSMUSG00000028780
ENSMUSG00000017754
ENSMUSG00000070866
ENSMUSG00000026193
ENSMUSG00000001985
ENSMUSG00000032911
ENSMUSG00000021221
ENSMUSG00000085841
ENSMUSG00000028360
ENSMUSG00000052613
ENSMUSG00000073565
ENSMUSG00000111235
ENSMUSG00000040584
ENSMUSG00000021702
ENSMUSG00000063446
ENSMUSG00000097695
ENSMUSG00000086847
ENSMUSG00000026787
ENSMUSG00000039954
ENSMUSG00000035305
ENSMUSG00000084126
ENSMUSG00000084630
ENSMUSG00000102185
ENSMUSG00000010461
ENSMUSG00000041565
ENSMUSG00000030341
ENSMUSG00000081574
ENSMUSG00000030222
ENSMUSG00000027254
ENSMUSG00000092009
ENSMUSG00000112117
ENSMUSG00000024211
ENSMUSG00000039579
ENSMUSG00000054404
ENSMUSG00000112433
ENSMUSG00000054727
ENSMUSG00000087335
ENSMUSG00000048939
ENSMUSG00000023120
ENSMUSG00000039539
ENSMUSG00000028923
ENSMUSG00000097181
ENSMUSG00000102774
ENSMUSG00000028517
ENSMUSG00000052353
ENSMUSG00000105080
ENSMUSG00000055546
ENSMUSG00000112161
ENSMUSG00000003032
ENSMUSG00000032020
ENSMUSG00000052369
ENSMUSG00000049107
ENSMUSG00000052479
ENSMUSG00000051920
ENSMUSG00000098488
ENSMUSG00000070331
ENSMUSG00000101942
ENSMUSG00000026523
ENSMUSG00000043531
ENSMUSG00000078954
ENSMUSG00000097516
ENSMUSG00000087201
ENSMUSG00000085456
ENSMUSG00000056752
ENSMUSG00000034903
ENSMUSG00000057378
ENSMUSG00000101797
ENSMUSG00000084991
ENSMUSG00000031355
ENSMUSG00000039891
ENSMUSG00000028532
ENSMUSG00000050840
ENSMUSG00000026700
ENSMUSG00000035275
ENSMUSG00000097527
ENSMUSG00000099170
ENSMUSG00000107412
ENSMUSG00000108592
ENSMUSG00000032289
ENSMUSG00000092292
ENSMUSG00000004473
ENSMUSG00000031264
ENSMUSG00000027902
ENSMUSG00000098308
ENSMUSG00000036117
ENSMUSG00000025370
ENSMUSG00000021614
